user_id,is_gmail,subscription_id,has_facebook,followers_count,followees_count,users_btw_user_and_inviter,reg_hour,reg_weekday,device_is_limited_ad_tracking,push_allowed,battery_save_mode,steps_provider_is_set,watch_is_paired,inviter_invited_count,invited_count,is_ios,is_email_status_good,Actual,Predicted
5522424,1,2,1,9,10,-1282,16,5,0,0,0,0,0,23744,6,1,0,0,0.9014550868467024
5522424,1,2,1,9,10,-1282,16,5,0,0,0,0,0,23744,6,1,0,0,0.9014550868467024
5522424,1,2,1,9,10,-1282,16,5,0,0,0,0,0,23744,6,1,0,0,0.9014550868467024
5522424,1,2,1,9,10,-1282,16,5,0,0,0,0,0,23744,6,1,0,0,0.9014550868467024
17423814,1,3,1,0,0,0,6,4,0,1,0,1,0,0,0,0,0,0,0.9014321763764799
15783755,1,3,1,0,0,0,6,4,0,1,0,1,0,0,0,0,0,0,0.9014321763764799
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
7993980,1,3,0,1,7,0,14,7,0,0,0,1,0,0,0,0,0,0,0.9014038198658991
13783052,1,3,1,2,1,26038,6,3,0,1,0,1,0,2711,0,0,0,0,0.9013752498048058
7387661,1,3,1,6,6,-9158,19,2,0,1,0,1,0,10,5,0,0,0,0.9013734336847075
23271774,1,3,1,3,3,98,6,4,0,1,0,1,0,2,3,0,0,0,0.9013719868190656
7348196,1,3,1,0,0,0,19,2,0,1,0,1,0,0,0,0,0,0,0.9013660663019423
7348196,1,3,1,0,0,0,19,2,0,1,0,1,0,0,0,0,0,0,0.9013660663019423
7348196,1,3,1,0,0,0,19,2,0,1,0,1,0,0,0,0,0,0,0.9013660663019423
7348196,1,3,1,0,0,0,19,2,0,1,0,1,0,0,0,0,0,0,0.9013660663019423
15147917,1,3,1,1,0,0,19,2,0,1,0,1,0,0,1,0,0,0,0.9013615454111226
6515866,1,3,1,4,4,0,6,4,0,1,0,1,0,0,4,0,0,0,0.9013524167855576
6515866,1,3,1,4,4,0,6,4,0,1,0,1,0,0,4,0,0,0,0.9013524167855576
6515866,1,3,1,4,4,0,6,4,0,1,0,1,0,0,4,0,0,0,0.9013524167855576
